branch_id,bank,address,metro,review,analysis
460,Chase Bank,"8120 S Gessner Dr, Houston, TX 77036",Houston,This branch had great friendly staff and helped my husband and I combine our finances and think through different options for our banking needs. Very professional and personable and made us feel right at home. Definitely recommend!Someone stole my money and I have been trying get a hold of someone we are in October this happened in Dec. Do not bank at jp Morgan chase unless you have money to play with. I lost house and living with friends they care about money nothing else. I was talking to same people it took them months put my money back but following day they took it back. Statements don't match and they won't hhelp,"me. Terrible customer service. Stay away.
        The staff at this branch were very helpful in assisting me with setting up my new business account. They took the time to explain the different account options and helped me choose the best one for my needs. Great customer service.
        I had a negative experience at this branch when I needed to dispute a fraudulent charge on my account. The staff were dismissive and unhelpful, and it took a long time to get the issue resolved. Room for improvement in handling fraud claims.
        This branch has convenient hours and a fast and efficient teller line. I appreciate that I can quickly deposit or withdraw money without a long wait.
        I had difficulty accessing my online banking account and went into this branch for assistance. The staff were patient and knowledgeable, and they were able to resolve the issue quickly. Good customer support.
        Overall, the staff at this branch were friendly and attentive. They made me feel valued as a customer and provided excellent customer service. 
        The waiting area in this branch is very cramped and uncomfortable. There are not enough seats for all the customers, and it can get quite crowded during peak times. Improvement needed in seating arrangements.
        I had a positive experience with the loan department at this branch. The staff were thorough in explaining the loan terms and answering all my questions. They made the application process smooth and easy. Satisfied with their service.
        The ATM machines at this branch are frequently out of service or malfunctioning. It's frustrating to come to the bank and not be able to access cash or make deposits. Maintenance of ATMs needs improvement.
        The tellers at this branch are always friendly and efficient. They greet customers with a smile and handle transactions quickly. A positive banking experience.
        Miscellaneous:
        - The branch is conveniently located with ample parking available.
        - The branch could benefit from better signage to help customers navigate the different sections.
        - The branch has a clean and organized appearance.
        - The branch should consider offering more educational workshops or resources for customers to improve financial literacy."
461,Chase Bank,"6910 Farm to Market 1960 Rd W, Houston, TX 77069",Houston,"They were very kind and helpful to us
Much better than the last time we were thereHello Ms. Keller,

My name is Prince Riley a customer at chase. I entered your location 10-27-22 around 230pm to make a cash deposit. Upon my completion of my transaction. I exited the branch leaving my debt card.

Upon my realization of me leaving the branch I noticed I did not have my debt card with me. I then contacted employees at this location regarding this issue.

Before even notifying as a valued chase customer with my First middle last name stated on the card. My debt card was destroyed without no notification from your employees. Which I believe isn’t proper communication with me because I am a chase customer.

When asked why I was not contacted regarding the issue.
Tra’Vion Morris
ID E730770

Stated she did not know I was not contacted. Which makes no sense to me. As well as
Christina Flores
F73341

She received the card from another customer and destroyed It without proper notification. The card was not even at the location for no more than 30 mins.

This is unacceptable that a staff operates in this manner. I understand the card can be replaced that is not the issue proper communication and courtesy was not taken at all. Highly unacceptableTerrible branch. I saw BERNICE CASTANEDA about refunding a couple fees I had on my account totaling $15.00 and she said the ""system"" would not allow her to process the refund. I asked her to have her manager override it so she goes over to her manager and comes back saying it wouldn't let her process either. Manager didn't even come back with her to provide an explanation. Needless to say, I''ll be looking into closing my account and credit cards and moving my money elsewhere. I've been with Chase since 2006 and the customer service I rec'd today was awful. I wouldn't recommend anyone putting their money here or any other services for that matter. Rude employees that act like they're doing you a favor but actually do nothing for you.If you do not have an account officer, I suggest contacting Sara Estrada. She moves from another branch, and I follow her. I feel like a VIP client when working with her. Everyone else I had an interaction on this location was very cordial. Thanks.Sara and Humaira were very helpful to open my business account.Great service. Thank you","Positives:
- Kind and helpful staff
- Good customer service from Sara Estrada and Humaira
- Employees at the branch were cordial
- Quick and efficient business account opening process
- Positive experience with staff members

Room for improvement:
- Lack of proper communication regarding a lost debit card
- Need for better communication and courtesy when handling customer issues
- Issues with refunding fees on an account
- Rude employees who do not provide satisfactory assistance
- Lack of explanation or assistance from a manager in resolving a customer issue

Miscellaneous:
- One customer had a positive experience and felt like a VIP client when working with Sara Estrada
- Another customer had a negative experience and is considering closing their account and moving their money elsewhere"
462,Chase Bank,"6701 S Texas 6, Houston, TX 77083",Houston,"This bank needs to move, only has 1 atm at the moment and 1 walk up, traffic happens immediately on busy hours due to one atm, and the parking is horribleThey are quick, friendly and have notary! I spoke to the Bank Manager and he stated he has 4 notaries in total and tries to have a notary working during branch hours! Thisnis def a plus for me!

I know of 4 chase Banks that don't have any.Had money being deposited direct to my chase  account through the 2021 year for covid relief and irs upwards of 10-12k+ throughout the year. Deposited in large amounts from 5k to 8.4k im not so tech savy so  i would go and ask for the balance in person every 3 weeks or so and check to see if the money had been deposited and they would always tell me no that there was no money deposited.  It wasnt till I did my income tax at the end of the year that i realized there is a questionable 10k-12k that i have questioned who took it out and they say i went there and took it out in person i ask for video proof but since its been well over 6 months a they  dont keep records that old. i could never get any help from the workers there. this isnt the first time i had an issue with money with chase about 4 or 5 years ago i had realized someone took out  around 500 dollars and i did get that back after i caught it, the bank didnt. for these reasons im going to another bank might.If you’re looking for a Chase with a drive thru, don’t come here. They stopped doing drive thru service.Nice Bank friendly peopleBadThanks VanessaWell, I had an appointment and the agent who would attend me got sick, and they didn't notify me, I lost almost half a day of work for nothing, and they didn't receive me, and they wanted to give me another appointment on another date, I would have to miss another day of work. .
I'm sorry he got sick, but the bank should have put someone in his place to keep the appointments that are already scheduled.","Positives:
- Quick customer service
- Friendly staff
- Notary services available

Room for Improvement:
- Limited number of ATMs and walk-up services
- Traffic congestion during busy hours
- Inadequate parking space
- Lack of help with financial issues
- Inefficient appointment scheduling and notification system

Miscellaneous:
- Some other Chase Banks do not have notary services
- Complaints about missing funds and lack of assistance
- Discontinuation of drive-thru service"
463,Chase Bank,"6560 Fannin St, Houston, TX 77030",Houston,"Young lady name AJ greeted me at the door with a beautiful smile and was very helpful. She led me to Jacqueline who also did a great job helping me open my very first direct deposit bank account !!!!!! Great job ladies!!!!I visit this bank almost everyday and the teller Erick has a horrible and nasty attitude, very unprofessional and should not be working in customer service. MANAGER please have a talk with your employee.They are so unprofessional and lazy. I wish I would’ve read the reviews before I went there. The banker Jacqueline Miron and her manager are absolutely no help at all.The overnight deposit drop box has not been accessible in weeks.  It seems chase does not care about the customers at that location.  When will it be  fixed?Please don’t go here they have the worst customer service you get more help at other locations than this dumpThis has to be the absolute WORSE Chase bank in Houston. The customer service is so unprofessional, the ATM's are ALWAYS broken, either it is broke  or it won't accept deposits. This goes on for days, this is a very large area and this community deserves better.This particular branch/location is always short handed (long lines) and the atm’s never work properly.ATMs seem to never work and service could be, betterWorst location ever.
None of the dam atms outside work. I called 1800 on them.
This is a joke worst location. EverLoved it, Nance was more than helpful in changing my account infoEverything is broking ATM don't always workGood 👍 …Trash system always downPeople very helpfulIt is an excellent bank","Positives:
- Young lady AJ greeted with a smile
- Jacqueline and AJ were very helpful
- Nance was helpful in changing account info
- People at the bank were helpful

Room for Improvement:
- Teller Erick had a bad attitude
- Overnight deposit drop box has been inaccessible for weeks
- Unprofessional and lazy employees
- Long lines due to being short-handed
- ATMs frequently broken or not accepting deposits
- Poor customer service at this branch

Miscellaneous:
- Chase seems to not care about customers at this location
- Customers get better help at other locations
- This particular branch in Houston is the worst
- The ATM system is unreliable and often down"
464,Chase Bank,"1405 S Voss Rd, Houston, TX 77057",Houston,"Went to this branch to open an account without appointment. The lady at the  entrance checked my wife's social security, checked what all documents we brought with us etc. at the entrance itself. They did not even have the courtesy to offer a seat to sit. We only got an appointment 4 days later to our liking.

We went to San Felipe branch next. Completely different experience. Walk-in without appointment. This branch was very nice. The staff here showed lot of respect and walked us through the entire process very nicely.I went in to try to make a deposit and I was greeted by the manager I believe her name was Laycil. She asked if she could help me and I said like every time I am wanting to make a deposit so I went over to the deposit slip counter and she said you don’t have to do that so I looked over at all the teller booths and there was nobody there and I’m like we’re all the tellers and she rudely said we don’t call them tellers anymore. And I’m like oh some people do and she said well I don’t And she also said she was the manager but she continued to argue and just didn’t really treat me very nicely. Anyway, I see that this particular location has a very low score as a matter of fact on reviews a one out of five the number one bar is completely full It’s a shame because Aurora at the 19th St. location in Houston is the best manager/representative you could ever ask forI went into the bank and used the automatic teller for a withdrawal of $500 in one hundred dollar bills.  I wanted brand new or crisp $100 bills for a Super Bowl squares pool.  After I withdrew the money and before I could even ask, one of the bank employees roaming the floor asked if I needed any help.  I explained my situation and she directed me to a teller.  I now have my crisp $100 bills.  I've been to this branch many times before and every interaction with the employees has been nothing but exceptional.  They're truly nice people just simply wanting to help.  I'm surprised the Google rating for this branch is so low; they have excellent customer service.Worst banking experience ever.  Opened an business account and deposited a significant amount (for a small business) to the account.  All the checks cleared and the funds were shown as available on the account within 4 business days.  After the funds were shown to be available, a wire transfer was initiated only to be rejected.  Had to call to find out that Chase had frozen the account because the checks deposited didn't match the business name.  If that were the case, why were the checks accepted in the first place??  A day later Chase decided to close the account and refused to release the funds back to the business.  At the time the account was opened, it was clearly explained that the business has several DBA's and the documentations were provided.  The banker failed to submit all the documents that were provided which caused a nightmare for the business.  Chase held on to the money that didn't belong to them for almost 2 months causing a nightmare for the business with rent payment and payroll due among other bills.  The amount deposited was very significant for a small business.  It took many many hours and days on the phone with Chase to finally have them release the funds that didn't belong to them.  It took having to resubmit the same documents that were provided at the time the account was opened to be reviewed by a different department to prove ownership and that the DBA's were tied to the business in order to get the money back.  So many wasted hours on the phone and stress from a mistake trying to open an account with Chase.   Consumers beware!  Go with another bank!They discriminate against non-us citizens and talks in condescending tone. Very rude.ATM machine do not work 24/7 at back. Please dont risk your life to something that do not work. Not safe as all. No warnings.This location's drive through is absolutely terrible!
They are always making mistakes on withdrawals and deposits. Would not recommend!The worst bank ever no body to recommend to go there.I came yesterday they say u have to appointment ok I did it .and come in morning but the person says u have to be citizens passport unless u can to open account in chase Am surprise I west my time two days !!!!!..What is your swift code?Ms. Lacey was awesome and so was the Thanks giving feastLiterally stood in the lobby 5 minutes and every one turned into Ray Charles.I've been a customer for less than 4 hours and I am already hugely disappointed with their terrible customer service.🙂🙂🙂 …","Positives:
- The staff at the San Felipe branch showed a lot of respect and walked the customer through the entire process nicely.
- The bank employees at the branch were helpful and directed the customer to a teller who provided them with crisp $100 bills.
- The employees at the branch have consistently provided exceptional customer service in previous interactions.
- Ms. Lacey and the Thanks giving feast were mentioned as positive aspects of the experience.

Room for improvement:
- The first branch visited had a negative experience where they were not offered a seat and had to wait four days for an appointment.
- The manager at a particular location was rude, argued with a customer, and did not treat them nicely.
- The bank made mistakes on withdrawals and deposits, which could be improved.
- There were complaints about discriminatory behavior towards non-US citizens and the use of a condescending tone.
- The ATM machines at the back of the bank did not work 24/7 and were considered unsafe.
- The drive-through at a particular location was described as terrible.

Miscellaneous:
- The bank froze an account and refused to release funds, causing significant inconvenience and stress to a small business.
- A customer had difficulty opening an account and faced long phone calls and stress trying to retrieve their funds.
- The bank was criticized as the worst bank ever with no recommendations.
- A customer had a negative experience with a lack of clarity and wasted time due to conflicting information about opening an account.
- The swift code was requested.
- A customer expressed disappointment with terrible customer service shortly after becoming a customer."
465,Chase Bank,"929 E Little York Rd, Houston, TX 77076",Houston,"Couldn't help me and couldn't tell me why.  The info from their customer service number was always the opposite of what they told me in the bank.  I've never been given the runaround as much as I was here.Everybody hiding and eating. 327 p.m. next appointment is at 4:00 p.m. I've been in there for 30 minutes no one had walked in other than to go to the counter
All the bankers were supposedly. Went to a different branch today on
I walked in I was greeted with the hello what can I do to help you
Within 7 minutes I left out the door
With my bank account activated . They  need new  some Management

.

Update fromQuince was extremely rude to me and none of the clerks were friendly it was dead. And everyone was acting like it was an inconvenience for us to be there. I was made to go to the back of the line when he helped another customer in the same spot. I don’t appreciate being treated unfairly I was extremely polite and that still couldn’t get me good customer service. He was so rude to me and treated me unfairly. I’ve been a long time customer and will continue to come here and do not want these kind of negative interactions. Please have a conversation with this locations team about customer service. I’m going to start leaving bad reviews for every bad experience I have here  so fix this. Not acceptable.These employees are more frustrating then the 6th graders I teach. I rarely get a completed assignment without literally begging, pleading and repeatedly asking for the same thing.  If I ask for something very specific it's met with blank stares. They make promises to pass on the information to a manager because they're the only ones who can help but I have yet to receive a phone call and it's been 3 weeks now.I normally don't leave reviews but this location has been absolutely awful. They have given me false information on two separate occasions which was refuted by other branches and Chase upper management. Can’t emphasize enough the headaches this branch has caused.The lobby card machine to let you in to use the atm has been broken for like a year now I called the customer service they said it should be available 24/7 4 people have tried to use it now as I sit behind 8cars wating to use their ONE drive thru atmThis place sucks. Walked in for help. No one was there. Walked to one of the windows and the guy was like I can't help you. I asked well do u know where they can help Me. Another bank location at least and he responded. Can't help you. Don't know there schedules. 😕 he didn't brother to ask someone else if they knew or if the people in the offices are free to help meI normally don't leave reviews.  But this location really needs to be staffed properly.  Only 3 bank tellers and when i asked to speak to a bank rep on the floor about a sensitive matter, I couldn't get help.  They acted like they didnt really want to help.  and said there was no one on the floor.  Train your people with better customer service and staff it right!  i only work in this area so i guess i have to go elsewhere to get proper assistance.This Staff is amazing Laura or Lauren and the other tellers on hand were awesome and tremendously helpful. I had a cashiers check that took a while to get approved. But, they were very professional and swift to call customer service and have this issue resolved. I recommend this branch to any and everyone, Excellent customer service. Adam D.How are they changing to cash check that belongs to them, that's ridiculous. That's way I don't want to do any business with.I would give them 0 stars but I was not allowed. Bad customer they bad attitude. I don't why a keep trying with chase one of the biggest bank but no improvements.Was in line outside for over 20 minutes and not one single car moved. I had to reverse go inside and wait another 25 minutes when I only had 1 person in front of me in line. 1 lady was working the counter while the other 1 was just typing on the computer ignoring every single person inside. Worst bank worst service.The worse branch ever!!!! Some of the nastiest attitudes I have ever witness!!! The tellers act like frighten mice and the people that work the lobby have a DEPLORABLE  demeanor. They need to be fired! Go to the branch on 43rd and Ella they know what customer service is and are super helpful!Came on Saturday. Guard refused to open even after 10 am. it's opening hour and a line already. Says they're still not ready. Got an incompetent newbie Oriental man. It took forever for him to close my account. A line formed. And he didn't even close my debit card.Only one ATM and its broken most the time. Drove to another branch, same thing.  ( For night Deposits ) They obviously don't want your deposit. Closing all the accounts and transferring to a bank that cares about their customers.Lazy.  No customer service.
Worst branch everThis branch is the WORST! They are not interested in helping you at all. No one available to help. Won’t even make eye contact. They just sit at the computer typing ignoring everyone.the manager should be fired.Do not use the drive up ATM here. Went to deposit cash and the machine glitched and took $300+ from us without it depositing into our account. Now we have to call customer service to hopefully get it sorted out.This branch is the WORST! They are not interested in helping you at all. No line. No one available to help. Won’t even make eye contact.Trouble makers. Making the life harder, any process longerVery bad service. There is only one cashier on duty and she talks a lot with customers no matter what people are waiting for. And the other cashiers are just doing nothing. Maybe they should hire more Hispanics in that branch","Positives:
- One reviewer had a positive experience with the staff, mentioning a specific teller who was helpful and professional.
- Another reviewer had a quick and efficient visit, leaving the bank within 7 minutes.

Room for improvement:
- Multiple reviewers mentioned poor customer service and rude employees.
- Inconsistency between the information given by customer service over the phone and the information provided in person at the bank.
- Long wait times and lack of staff to assist customers.
- Broken or malfunctioning machines, such as the lobby card machine and the drive-up ATM.
- Lack of proper staffing and training, resulting in incomplete assignments and unhelpful responses to specific requests.
- Some reviewers mentioned a need for better management and improved staff attitudes.
- A specific mention was made about only one cashier being available and engaging in excessive conversation, causing longer wait times for other customers.

Miscellaneous:
- One reviewer expressed frustration with the bank changing their policy regarding cashing a check.
- Some reviewers referenced specific locations of other branches that they found to have better customer service.
- One reviewer mentioned the ethnicity of the staff, suggesting that more Hispanic employees should be hired at that specific branch."
466,Chase Bank,"1605 Lockwood Dr, Houston, TX 77020",Houston,"This is slowest service ever and the tellers can’t add! Someone didn’t pass math class! This is horrible!! I’m never coming here again! The teller told me my deposit didn’t equal what it said she sent it back I looked at and the math was correct so how are you counting ppls money daily and you can’t add!Parking lot is like a maze If you're not familiar with this location. The branch itself is well staffed and can get you in and out quickly.Just a bank.
The drive thru is around the back and the parking lot is kind of small.
Convenient to access and has a large liquor and wine store across from it.Walked in without a clue. Staff so helpful in solving my issues. Felt a great relief I was able to conduct all my banking properly.Worst Service ever. Extremely rude bankers to existing customers Of years. Neither the manager nor the staff seemed to know how to read documents. Every time we go we have to wait for hours for anything to be done. As a result of our experience here we are closing all our Chase Bank accounts.Laraine helped me with deposit and credit card problems. She's been really nice instructing me how to access certain portal so it has been great  experience at chase!The outside ATM NEVERRRRR works. Day or night either the bank branch is open or not. If you want to use the ATM you have to wait until the bank opens to use the one inside.The staff here are totally incompetent and not helpful at all. I no longer bank with Chase after coming to this location once for advice.Should have read the reviews here prior to me setting inside.  If I could do a no star o would.Never answer calls. Cashier and bankers are rude!Never received the call","Positives:
- Well staffed branch
- Convenient location
- Helpful staff in solving issues
- Laraine provided good customer service
- Quick service, can get in and out quickly

Room for improvement:
- Slow service
- Teller's inability to add correctly
- Parking lot layout is confusing
- Drive-thru location not clearly marked
- Rude bankers to existing customers
- Incompetent and unhelpful staff
- ATM frequently out of service
- Lack of responsiveness to phone calls

Miscellaneous:
- Large liquor and wine store across from the branch"
467,Chase Bank,"5177 Richmond Ave., Houston, TX 77056",Houston,"I love this place. I had some $1’s and I traded them for a $100 and the guy gave me a new $100 bill. He did so because “I gave him the crisp $1’s” give that man a raise he had part blonde hair and a beard. And the transition only took literally a few seconds.Came here in order to unfreeze my checking due to some fraud claims. I've been calling Chase to resolve the problem on phone but only reply was that they can not do anything about it and just told me to wait couple days. The banker name is Lily i believe, she was there to help me tackle the situation also escalate the outcome.
👍👍👍Bong Chu, great assistance and communication. Very professional, comfortable atmosphere and beyond helpful. If I could I’d give him 10 stars. Thank you so much for helping me today!All ATM on Bellaire blvd aren't working what is happening is impossible that are happening not sure but it is really badGreat service by Tim and everyone is so welcoming!!!
And to add the first branch where the  manager is actually assisting out in lobby not behind the desk.
Directs traffic flow,answers questions to the elderlyLove love love the professionalism in this location. It is never slow here and Everyone is always willing to help the Customers. Good team effort from my perspective.They open at 9 am
Got there at 845 am just for the lady to tell me  I had to make appointment
Came to the one in beltway n beechnut 👍 …Very professional and friendlyIf you don't know how to speak English, don't try to open an account for him! Terrible service ! Half an hour standing outside because I don't have a car, I understand that they can't open the doors before hours! But you can't even imagine the cold I had to endure and to make matters worse when I came in they told me that they couldn't open the account for me because I don't speak English!!! That is not done !!! lousy lousy service","Positives:
- Efficient and quick service for currency exchange
- Helpful banker named Lily who assisted with fraud claims
- Bong Chu provided great assistance and communication, with a comfortable atmosphere
- Tim and the staff provided great service and were welcoming
- The branch manager was actively assisting customers in the lobby
- Professionalism and willingness to help from the team
- Good team effort and never slow service
- Professional and friendly service at the Beltway and Beechnut branch

Room for improvement:
- ATM issues at the Bellaire Blvd location
- Inconvenience and confusion about appointment requirements
- Negative experience with opening an account due to language barriers

Miscellaneous:
- Bank opens at 9 am
- Negative experience with the cold waiting outside and inability to open an account due to not speaking English"
468,Chase Bank,"3209 N Shepherd Dr, Houston, TX 77018",Houston,"This is literally the ONLY chase bank I’ve ever have had problems with. They’re rude and inefficient!!!! DONT BOTHER with this location. There’s another one that’s 10 minutes away and they are the nicest people I’ve ever met. I only tried to do this one again because it’s walking distance from my home.It's 10:07 and no one is helping at the drive up window there are three vehicles waiting in line. We have been waiting for More than 15 minutesWhen the drive thru is open they give good service.  However, many times they are closed due to short handed staff.  Today they open at 9:05am....hrs start at 9am.  Don't know why so late.  It would be nice to go thru before work, like other banks......at least open at 8am.Pam the manager was rude she wouldn't open me an account. She stated the tellers were to busy to do it as well. They had no customers. Please work on her customer service skills. God bless you. Hope your move goes well.The Manager is very unprofessional. They do not have restroom for the customers, and not enough staff. Please do not come to this location. I'm highly upset and will be closing my account.It’s 9:46 AM the hours are to be open at 9 the ATMS don’t work tried to go in and they are closed?? What type of bank is this???Very polite manager approach me to let me know I needed to make an appointment but to go to the tellers you just get in line, had a great drive thru 2 to 3 drive thrusStanding in line with one teller, the other branch was closed today. Lots of people. You need to pay your employees and have more people available during obviously busy times. My other bank down the street ( bank of Texas ) didn’t have any issues. I don’t know why I bank with chase at all.This place is always getting robbed.. they just had another scary stick up yesterday. KPRC2-NEWS is keeping everyone updated when the bank isn't telling any of the account holders any info trying to hide like we're stupid. Enroll here at your own risk.Waiting 30 mins for Help with new checking account and no help. I’m going to bank with Wells Fargo across the street.  Chase is not a bank for the individual.Online customer service is garbage all the time…they have the craziest wait times of any bank I’ve dealt with…and I always have to go through a series of ppl with no knowledge telling me to go to the bank while the bank is telling me to call customer service…I’m closing my account tomorrow!Good service. The customer knew I am deaf and take care of this.SO GHETTO AND RUDE TOWARDS CUSTOMERS.Excelente customer serviceWhy are all chase ATMs always broken","Positives:
- Good service at the drive-thru when it is open
- Polite manager who informed customers about appointment requirements
- Good customer service for a deaf customer
- Excellent customer service mentioned

Room for improvement:
- Rude and inefficient service
- Drive-thru often closed due to understaffing
- Late opening hours compared to other banks
- Unprofessional manager
- Lack of restroom for customers
- Shortage of staff causing long wait times
- Lack of ATM maintenance
- Inadequate online customer service with long wait times and lack of knowledge from representatives

Miscellaneous:
- One customer experienced a robbery incident at the branch
- Another customer plans to switch to Wells Fargo bank
- Complaints about Chase ATMs being frequently broken"
469,Chase Bank,"5020 San Felipe St, Houston, TX 77056",Houston,"I had a wonderful experience with everyone in this place. Everyone was so welcoming which contributed to my pleasant experience.  I had scheduled an  appointment with Alyssa and she was so helpful with all my questions and swiftly handled my account. In addition, she even gave me a free pen at the end and wished me luck on my upcoming travels. I recommend her for any appointments.This bank location racial profiles.

Bank manager provides one of the worst customer services, I’ve experienced.Five star service. Mrs Phillips and Mrs Dawkins  go  above and beyond for their  customers. My elderly grandmother at97 was hacked. They went above and beyond to make switching accounts a smooth transition getting all bill payments moved . Mrs Phillips even came out to the car for some last minute
paperwork that needed to be signed when my grandmother was sick. Absolutely five star customer service from this branch.

You are not just a number to the staff here you are treated as  family.The only thing about Chase that I don't like is that the ATMs are sometimes always out of service.Absolutely terrible. Commercial and standard clients beware. This bank never has change, and when it does we are prompted to call in our change order for speedy service. However once we arrive we are either told they don’t have the previously arranged change order or we are forced to wait for 30 minutes. This place lacks in training and customer service. Though this establishment is located in a less wealthy community does not mean we deserve less than others. It is such a hassle to drive elsewhere, our neighborhood bank needs to step up. We demand answers and results chase bank.Another happy customer. I went in for some statement print outs and was taken care of within 15 min. Very satisfied! Thank you to the manager and the teller there!Had an appointment to open up a new account and when I arrived they said no one was there to help me. No one ever called to cancelThis place is horrible and they don't know how to do their job smh. Beware from this place is bad. Looking for a new bank!I asked to use the restroom and was told no... And a lame excuse of that ""sometimes"" it doesn't work...Pleasent atmosphere, friendly people, comfortable setting.Horrible service need new managementCame to cash a chase check, brought my ID and dba, sole-proprietor of course, and was told they could not cash unless I opened an account.  Juan Serda is manager and responsible.They treat you badly if you don't speak English, they discriminate against you and they don't want to serve you even if you make appointments and they treat you badlyGood attention","Positives:
- Everyone was welcoming and provided a pleasant experience.
- One employee, Alyssa, was helpful and swiftly handled the customer's account.
- Mrs Phillips and Mrs Dawkins went above and beyond to assist an elderly customer whose account was hacked.
- Customers feel like they are treated as family and not just a number.
- Some customers are satisfied with the promptness of service, such as getting statement printouts within 15 minutes.

Room for improvement:
- ATMs are sometimes out of service.
- The bank frequently lacks change and has issues with change orders.
- Some customers have experienced poor training and customer service.
- One customer had an appointment to open a new account but no one was there to assist them.
- Some customers have encountered difficulties with restroom access.
- There are complaints about the bank needing new management and better service.

Miscellaneous:
- One customer experienced discrimination and poor treatment if they did not speak English.
- There is a mention of a specific manager, Juan Serda, being responsible for not cashing a check without opening an account."
470,Chase Bank,"10850 Bellaire Blvd, Houston, TX 77072",Houston,"Ms. Martha made our experience simply amazing, had to leave another location and come to this one after receiving very poor service at the previous location we were more than taken care of at this location, she even offered to cook us lunch🤣! There needs to be more stars because I would give our experience 10 stars if I could. My fiancé and I were very pleased. Thank you ms. Martha😁I am at the ATM while writing this review. I made a deposit and the screen has said ""we are processing your deposit..."" For 20 minutes at this point. I can't take out my card, can't leave since the ATM has my card and won't process my deposit, and the money is not reflected on my account. This is rediculous.Always friendly staff anxious to serve quickly.Worse customer service in this branchHave always had excellent service at this location!It's ok but it should be accessible w/ your bank card.Friendly, professional employees .
Very satisfied with the service.Why would a bank be open if they have no loan officers?Very good attention 😃","Positives:
- Ms. Martha provided amazing service and took extra care of the customers.
- Friendly staff who are eager to serve quickly.
- Excellent service at this location.
- Friendly and professional employees.
- Very satisfied with the service received.
- Very good attention from the bank.

Room for improvement:
- The ATM experience mentioned was problematic, with a deposit taking an unusually long time to process and causing inconvenience.
- Accessibility with bank cards could be improved.
- Complaint about the lack of loan officers at the bank.

Miscellaneous:
- One customer mentions that the service at another branch was poor, leading them to switch to this location.
- Another customer jokingly mentions that Ms. Martha even offered to cook them lunch.
- A frustrated customer describes the customer service at this branch as the worst.
- A question is raised about why the bank is open without any loan officers."
471,Chase Bank,"12017 Northwest Fwy, Houston, TX 77092",Houston,"They have 1 drive through ATM that doesn't work, and 1 inside after hours ATM that has a huge line because you can't use anything else. Come on CHASE BANK!I've never had a problem with them and they always help me with any problems I've had","Positives:
- Staff members are helpful and provide assistance with any problems.
- No previous negative experiences with the bank.

Room for improvement:
- The drive-through ATM is not functioning.
- The inside after-hours ATM has a long line, likely due to limited alternative options.

Miscellaneous:
- The bank branch mentioned is a Chase Bank, but no specific personnel names are provided."
472,Chase Bank,"9130 North Fwy, Houston, TX 77037",Houston,"I had a great experience  setting up a new account with a Chase banker, Kelly. She was very informative and honest about the services and credit cards that I was interested in. She took the time to answer all of my questions and made sure that I understood everything before I left. I would definitely recommend her to anyone looking for a banker.”The wait is excruciating. Tellers aren’t trained or given authority so you wait some more for supervisors. Then they spend more time explaining why it’s your fault you have to wait! Avoid like the plague!
DO NOT believe they have a drive through as info is unreliable.The customer service at 2435 Kirby is excellent! Tanner was very helpful even though Chase could not solve my problem of retrieving my old 2004 bank statements.Never really a racist experience until today and I’m 37 ,you’d think out all places to be racially profiled it wouldn’t be at a bank. I even asked for the guys name and he took his name tag off . I can definitely see why this place had bad reviews . Needs to be closed downJake Ranostaj was Amazing and also Jay with chase investments. they both took time to explained everything to my fiance that is new in the USA banking.two chase locations within a block of each other. both closed. neither has an ATM. useless.They simply turned me down and told me to go to other branches because they don't have timeVery fast. Quiet.Excellent service","Positives:
- Kelly, a Chase banker, provided a great experience in setting up a new account. She was informative, honest, and took the time to answer all questions.
- The customer service at the 2435 Kirby branch was excellent with Tanner being very helpful.
- Jake Ranostaj and Jay with Chase investments provided amazing service and took the time to explain everything.

Room for Improvement:
- The wait time at the bank branch is described as excruciating and there seem to be issues with the tellers not being trained or given authority.
- Inaccurate information is provided about the availability of a drive-through service.
- One reviewer had a negative experience of being racially profiled by a staff member.
- There are multiple complaints about branches being closed or lacking ATMs.

Miscellaneous:
- One reviewer mentioned that Chase could not solve their problem of retrieving old bank statements.
- Another reviewer mentions that the bank simply turned them down and asked them to go to other branches.
- One reviewer describes the service as fast and the atmosphere as quiet."
